station_code,name,latitude,longitude,altitude,region,state,founded
A902,TANGARA DA SERRA,-14.65,-57.43166666,440.01,CO,MT,11/12/02
A903,S.J. DO RIO CLARO,-13.45388888,-56.67722221,339.59,CO,MT,25/02/03
A904,SORRISO,-12.555,-55.72277777,379.31,CO,MT,16/12/02
A905,CAMPO NOVO DOS PARECIS,-13.78583333,-57.8386111,525.41,CO,MT,13/12/02
A906,GUARANTA DO NORTE,-9.9525,-54.89777777,283.58,CO,MT,20/12/02
A907,RONDONOPOLIS,-16.4625,-54.58027777,289.88,CO,MT,17/11/03
A908,AGUA BOA,-14.01638888,-52.21166666,440.0,CO,MT,16/12/06
A909,ALTO ARAGUAIA,-17.33944444,-53.22444443,753.28,CO,MT,22/09/11
A910,APIACAS,-9.56333333,-57.3936111,217.75,CO,MT,24/10/06
A911,SAPEZAL,-13.30388888,-58.76333333,105.0,CO,MT,20/10/17
A912,CAMPO VERDE,-15.55888888,-55.17944443,747.0,CO,MT,21/11/06
A913,COMODORO,-13.70805555,-59.7625,576.87,CO,MT,28/11/06
A914,JUARA,-11.28027777,-57.52666666,263.43,CO,MT,02/11/06
A915,PARANATINGA,-14.42138888,-54.0361111,476.91,CO,MT,19/12/06
A916,QUERENCIA,-12.60305555,-52.1625,355.0,CO,MT,18/07/07
A917,SINOP,-11.98222221,-55.56611111,366.57,CO,MT,29/10/06
A919,COTRIGUACU,-9.90638888,-58.57222221,265.0,CO,MT,28/05/07
A920,JUINA,-11.37499999,-58.77472221,365.39,CO,MT,24/11/06
A922,VILA BELA DA SANTISSIMA TRINDADE,-15.06277777,-59.87305554,213.0,CO,MT,01/12/06
A923,PRIMAVERA DO LESTE,-15.57999999,-54.3811111,680.0,CO,MT,26/10/17
A924,ALTA FLORESTA,-10.07722221,-56.17916666,291.85,CO,MT,23/05/07
A925,PORTO VELHO,-8.7936111,-63.84583333,86.7,N,RO,11/07/07
A926,CARLINDA,-9.97055554,-55.82749999,293.71,CO,MT,09/04/08
A927,BRASNORTE (NOVO MUNDO),-12.52194443,-58.23138888,426.2,CO,MT,29/02/08
A928,NOVA MARINGA,-13.0386111,-57.09222221,334.36,CO,MT,16/04/08
A929,NOVA UBIRATA,-13.41111111,-54.75222222,466.48,CO,MT,13/04/08
A930,GAUCHA DO NORTE,-13.18472221,-53.2575,375.87,CO,MT,04/06/08
A931,SANTO ANTONIO DO LESTE,-14.92499999,-53.88444444,662.0,CO,MT,30/05/08
A932,GUIRATINGA,-16.34166666,-53.76611111,525.43,CO,MT,24/01/08
A933,ITIQUIRA,-17.17499999,-54.50166666,593.12,CO,MT,14/08/08
A934,ALTO TAQUARI,-17.8411111,-53.28944444,862.42,CO,MT,29/01/08
A935,PORTO ESTRELA,-15.32472221,-57.22583332,147.75,CO,MT,30/05/08
A936,SALTO DO CEU,-15.12472221,-58.12722221,300.83,CO,MT,24/01/08
A937,PONTES E LACERDA,-15.23444444,-59.3461111,272.53,CO,MT,30/01/08
A938,VILHENA,-12.73499999,-60.15777777,583.3,N,RO,26/08/08
A939,CACOAL,-11.44583333,-61.43416666,183.53,N,RO,20/07/08
A940,ARIQUEMES,-9.94888888,-62.96194444,128.44,N,RO,18/07/08
A942,SAO JOSE DO XINGU,-10.48416666,-52.37249999,300.0,CO,MT,19/02/19
A943,SERRA NOVA DOURADA,-11.98777777,-51.4261111,441.0,CO,MT,29/03/19
A944,ROSARIO OESTE,-14.82888888,-56.44194444,195.0,CO,MT,30/05/19
A945,BARRA DO GARCAS,-15.88472221,-52.22722221,304.0,CO,MT,26/11/25
A947,NOVO SANTO ANTONIO,-12.28805555,-50.97138888,205.0,CO,MT,28/11/25
A949,DIAMANTINO,-14.37777777,-56.37972221,317.0,CO,MT,27/11/25
A950,ITANHANGA,-12.23416666,-56.60222222,350.0,CO,MT,01/12/25
A954,COCALINHO,-14.38555555,-51.00972222,252.0,CO,MT,03/12/25
A955,LUCAS DO RIO VERDE,-13.07499999,-55.91138888,393.0,CO,MT,03/12/25
B803,CAMPINA DA LAGOA,-24.57083332,-52.80027777,598.0,S,PR,04/08/16
B804,LARANJEIRAS DO SUL,-25.37138888,-52.40083333,889.0,S,PR,07/08/16
B806,COLOMBO,-25.322464,-49.157733,950.0,S,PR,01/06/16
B808,CACHOEIRINHA,-29.95138888,-51.12416666,72.0,S,RS,18/02/25
B809,SAPUCAIA DO SUL,-29.81388888,-51.15666666,23.0,S,RS,01/05/25
B810,PARQUE ELDORADO,-30.09666666,-51.67388888,50.0,S,RS,18/02/25
B811,SERTAO SANTANA,-30.49416666,-51.66333333,116.0,S,RS,14/08/25
B812,CHARQUEADAS,-29.96555555,-51.62555554,23.0,S,RS,01/05/25
B813,MINAS DO LEAO,-30.12444443,-52.05083333,54.0,S,RS,01/08/25
B814,MONTENEGRO,-29.75861111,-51.4361111,15.0,S,RS,01/08/25
B816,SANTA MARIA DO HERVAL,-29.47916666,-51.01333333,650.0,S,RS,21/08/25
B817,CAXIAS DO SUL - CRIUVA,-28.87416666,-50.97555554,857.0,S,RS,01/08/25
B818,CAXIAS DO SUL - AEROPORTO,-29.1961111,-51.18638888,756.0,S,RS,14/08/25
B819,ROLANTE,-29.65583333,-50.61805554,69.0,S,RS,18/08/25
B820,SAO FRANCISCO DE PAULA,-29.44222221,-50.56027777,886.0,S,RS,18/08/25
B821,SANTANA DA BOA VISTA,-30.85861111,-53.15555555,138.0,S,RS,17/09/25
B822,CACHOEIRA DO SUL,-30.01833332,-52.93888888,73.0,S,RS,17/09/25
B823,PINHEIRO MACHADO,-31.57472221,-53.38833333,419.0,S,RS,17/09/25
B825,PORTO ALEGRE - BELEM NOVO,-30.1861111,-51.17833332,3.3,S,RS,01/05/25
B826,HERVAL,-32.01277777,-53.40305555,331.0,S,RS,17/09/25
B827,BAGE - CENTRO,-31.30555555,-54.01333333,226.2,S,RS,01/08/25
B828,ACEGUA,-31.87472221,-54.11972221,271.0,S,RS,17/09/25
B829,SANTA VITORIA DO PALMAR (RESERVA DO TAIM),-32.83583333,-52.6436111,2.0,S,RS,17/09/25
B830,SANTA VITORIA DO PALMAR (CENTRO),-33.53166666,-53.35027777,29.0,S,RS,18/09/25
B832,CAPAO DA CANOA,-29.68527777,-49.99305555,0.0,S,RS,13/10/25
B836,PALMARES DO SUL,-30.24916666,-50.50916666,4.0,S,RS,13/10/25
B839,SANTO ANTONIO DA PATRULHA,-29.81611111,-50.53333333,47.0,S,RS,13/10/25
B841,TORRES,-29.41361111,-49.80361111,0.0,S,RS,13/10/25
F501,BELO HORIZONTE - CERCADINHO,-19.97999999,-43.95861111,1199.55,SE,MG,27/12/13
